,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
2235,364646942,t,105984332392703764,864691136227132241,105984332392698960,864691135847953246,6764,[299882 128092  25928],[299908 128174  25927],[299844 128168  25935],"[1150.3076202124632, 218.29300664819993, 1037.1200000000003]",L2/3
2276,336442311,t,103942401793573031,864691135210129088,103942401793583188,864691135847953246,3584,[285044 118816  25158],[284998 118710  25166],[285028 118790  25168],"[1094.415299170231, 176.1573309266448, 1006.3200000000003]",L2/3
2280,324561568,t,102958338820107574,864691136134710411,102887970142467463,864691135847953246,2952,[277618 127162  25085],[277512 127102  25092],[277546 127144  25087],"[1061.9147245422262, 206.82542054516315, 1003.4000000000002]",L2/3
2310,348823000,t,105063079154827807,864691135256461487,104992710410633136,864691135847953246,2968,[292912  79750  26588],[292834  79726  26577],[292848  79726  26585],"[1139.3868436932948, 23.230928159790523, 1063.5200000000002]",L1
2316,349587255,t,104719481502286096,864691136965802190,104649112758099401,864691135847953246,4500,[290368 141108  24122],[290270 141222  24120],[290310 141160  24129],"[1107.8587581914699, 266.84208846364373, 964.8800000000002]",L2/3
2323,329707620,t,103380138900778593,864691135546352068,103380138900775845,864691135847953246,1796,[280860 123898  24209],[280852 123834  24208],[280928 123834  24211],"[1075.9712827643934, 194.949338238829, 968.3600000000002]",L2/3
2350,343131837,t,104505764063986443,864691135272155153,104505764063983294,864691135847953246,11556,[288914 121880  25267],[288836 121964  25259],[288878 121924  25265],"[1108.7682123135762, 189.71586404419102, 1010.6800000000003]",L2/3
2372,312802981,t,101691083083533645,864691136618400909,101620714339377214,864691135847953246,14636,[268322 122074  25853],[268258 122106  25860],[268381 122204  25855],"[1026.6460145647832, 183.310066911271, 1034.1200000000003]",L2/3
2387,331151198,t,103101962660674842,864691135647024068,103101962660664682,864691135847953246,1232,[278864 148190  26104],[278958 148244  26091],[278934 148166  26092],"[1059.5489150835244, 291.05173321291045, 1044.1600000000003]",L4
2409,335811014,t,104079840814317280,864691135155777892,104079840814309334,864691135847953246,12504,[285892  94210  25818],[285820  94194  25809],[285836  94216  25811],"[1106.372608410354, 78.40349624106283, 1032.7200000000003]",L1
2462,329688632,t,103451744998112647,864691135510810610,103522113742293953,864691135847953246,15876,[281580 133198  27202],[281658 133212  27195],[281640 133204  27196],"[1075.5981298646848, 232.2587895469551, 1088.0800000000002]",L2/3
2463,376641336,t,107322712787331474,864691136099826037,107322712787330307,864691135847953246,8820,[309462 138436  24848],[309446 138414  24852],[309456 138378  24855],"[1184.875645031412, 262.85136653853425, 993.9200000000003]",L2/3
2496,344146273,t,104294863922745089,864691135386800769,104294863922760743,864691135847953246,9464,[287512 123136  24733],[287446 123150  24744],[287490 123116  24740],"[1102.7436819951133, 194.231976802075, 989.3200000000003]",L2/3
2517,406017649,t,109364093496038964,864691136966036430,109364093496036336,864691135847953246,2944,[324212 143264  24247],[324166 143218  24246],[324170 143224  24246],"[1241.9679805148821, 287.2320673701938, 969.8800000000002]",L4
2519,358760264,t,105775974804818370,864691135841335779,105775974804805340,864691135847953246,2532,[298176 148344  24707],[298132 148384  24697],[298181 148377  24701],"[1136.4492751841829, 298.397995962706, 988.2800000000002]",L4
2547,343343280,t,104222571033257910,864691136286568387,104292939777428878,864691135847953246,196,[287190 108942  24786],[287278 108950  24769],[287216 108938  24778],"[1106.4089376742122, 137.55977002655908, 991.4400000000003]",L2/3
2567,343960017,t,104223326947715083,864691136811783283,104293695691902619,864691135847953246,1656,[287176 114884  24948],[287272 114862  24948],[287222 114848  24949],"[1104.2816330774926, 161.2324448892099, 997.9200000000003]",L2/3
2569,326417744,t,102537294384744505,864691135848217950,102466925640604657,864691135847953246,2584,[274504 135566  23467],[274420 135688  23462],[274470 135624  23462],"[1046.57629593459, 239.22788958455047, 938.6800000000003]",L2/3
2576,325668342,t,102816982654744718,864691135440769352,102816982654744649,864691135847953246,764,[276608 122332  23194],[276540 122202  23196],[276552 122260  23197],"[1059.5739469118203, 187.2268297773301, 927.7600000000002]",L2/3
2613,305252688,t,100775945878852809,864691135926322388,100775945878859011,864691135847953246,3656,[261988 119806  26276],[262064 119678  26274],[262040 119732  26276],"[1002.1971025921373, 172.0644107119281, 1051.0400000000002]",L2/3
2616,339490719,t,103803176066780659,864691135925528078,103803176066777198,864691135847953246,3636,[284082 129994  24831],[284026 129866  24824],[284061 129901  24829],"[1086.6850344022407, 220.36381296962995, 993.2400000000002]",L2/3
2655,329688639,t,103522251181269487,864691135653091524,103451882437087290,864691135847953246,460,[281652 133866  27227],[281556 133906  27224],[281620 133866  27228],"[1075.6521537931135, 234.9457226341677, 1089.0800000000002]",L2/3
2661,339277288,t,103943982408708547,864691136910955374,103944051128211603,864691135847953246,7348,[284902 130740  25727],[284836 130764  25729],[284834 130798  25730],"[1089.6924802756228, 223.62232878494805, 1029.0800000000002]",L2/3
2678,364646208,t,105843320026356872,864691135994599338,105843320026354923,864691135847953246,8672,[298912 126042  25861],[298986 126148  25858],[298924 126070  25858],"[1147.1570618743983, 209.7860458419866, 1034.4400000000003]",L2/3
2683,332363564,t,103240226247701357,864691135807191069,103240226247690396,864691135847953246,1772,[279788 130006  25964],[279776 129928  25950],[279756 129928  25959],"[1069.5702107921652, 218.91464327770456, 1038.5600000000002]",L2/3
2714,339277336,t,103944051128244693,864691135702574740,103944051128235772,864691135847953246,228,[284938 130902  25762],[284860 130918  25757],[284872 130904  25760],"[1089.7794553908475, 224.28041337626712, 1030.4800000000002]",L2/3
2725,329074091,t,103234659701527774,864691136965901006,103234659701540454,864691135847953246,18708,[279972  88426  23804],[280002  88478  23814],[279976  88456  23810],"[1084.799153223751, 53.2916877177477, 952.1600000000003]",L1
2746,329074451,t,103305028445789712,864691135615784809,103305028445802630,864691135847953246,5584,[280238  88634  23869],[280286  88734  23876],[280288  88694  23877],"[1085.7865908045549, 54.213255416843516, 954.7600000000002]",L1
2755,344612562,t,104079772094883738,864691135776609888,104079772094892699,864691135847953246,3824,[286226  93570  25856],[286196  93512  25862],[286222  93514  25856],"[1107.9266432284385, 75.96967788625886, 1034.2400000000002]",L1
2800,424511824,t,111194024375170087,864691135456054212,111194024375169869,864691135847953246,2224,[337940 146010  23937],[337904 145890  23931],[337968 145942  23935],"[1295.7137050981557, 302.96016607979294, 957.4800000000002]",L4
2807,339508850,t,103804756413403231,864691135210022592,103804756413401789,864691135847953246,6920,[283988 141568  23261],[283952 141518  23258],[283982 141516  23261],"[1082.2755029295126, 266.4508721532123, 930.4400000000003]",L2/3
2814,419651053,t,110490199494683263,864691135965599690,110490130775150883,864691135847953246,4816,[332626 144584  24061],[332534 144514  24054],[332548 144562  24058],"[1275.0357269521503, 295.4252890540334, 962.4400000000003]",L4
2835,295326743,t,100708394230499004,864691135772038139,100708394230497692,864691135847953246,2496,[261282 140734  23131],[261214 140636  23128],[261288 140696  23134],"[992.0878672278343, 255.21173346106494, 925.2400000000002]",L2/3
2860,330651493,t,103095434108834504,864691135809512140,103095365389349369,864691135847953246,5104,[278872  99582  24346],[278882  99470  24335],[278834  99514  24340],"[1076.526658687776, 97.36239465730405, 973.8400000000003]",L1
2895,366811211,t,106055663075463822,864691136672664455,106055663075456996,864691135847953246,6892,[300178 134868  25003],[300180 134904  25001],[300190 134868  24999],"[1149.1248454835713, 245.39706014469178, 1000.1200000000002]",L2/3
2951,343450382,t,104226969079878569,864691136907656046,104226900360395436,864691135847953246,1456,[287066 141572  24870],[287130 141508  24871],[287114 141572  24874],"[1094.5392575605345, 267.5398727730909, 994.8000000000003]",L2/3
2981,338440893,t,104009746881197961,864691135213031040,104009746881196621,864691135847953246,680,[285370  96306  25536],[285298  96302  25537],[285364  96376  25531],"[1103.561840133542, 86.57361139900698, 1021.4400000000003]",L1
2990,379758024,t,107039382518699177,864691135715300500,107039382518628703,864691135847953246,1524,[307284 124224  25612],[307340 124134  25602],[307312 124160  25606],"[1181.1514264853556, 205.46038951059717, 1024.4800000000002]",L2/3
3026,364649404,t,106335901235795105,864691135162243117,106335901235804387,864691135847953246,14208,[302456 126014  26017],[302494 126002  26024],[302426 125996  26017],"[1161.2888793577345, 210.90999184499117, 1040.6800000000003]",L2/3
3044,336493594,t,103943707463603593,864691135476164520,103943707463614498,864691135847953246,3744,[284998 128572  25107],[284886 128602  25110],[284946 128558  25111],"[1090.830833640798, 215.01679616831146, 1004.2800000000002]",L2/3
3076,339007614,t,103732051341354120,864691136333746099,103732051341355225,864691135847953246,18492,[283424 124568  24402],[283372 124514  24402],[283398 124512  24396],"[1085.9546781974584, 198.51300932733488, 976.0800000000003]",L2/3
3087,318524775,t,102253139482684546,864691135715227930,102253139482664377,864691135847953246,2104,[272450 115888  24572],[272462 115858  24559],[272473 115843  24563],"[1045.251763118222, 160.09934092593815, 982.8800000000002]",L2/3
3110,325028580,t,102466307567736582,864691135274521317,102466307567734108,864691135847953246,18796,[274232 131086  26400],[274138 131176  26391],[274166 131122  26394],"[1047.0542670131042, 221.28125514663694, 1056.0000000000002]",L2/3
3175,331841147,t,103027814344842415,864691136906616174,103027814344845424,864691135847953246,2132,[278230 120462  25732],[278354 120480  25733],[278278 120404  25733],"[1066.6891830687919, 180.34075989455073, 1029.2800000000002]",L2/3
3206,379757925,t,106969151213552169,864691135996900042,106969151213560586,864691135847953246,27220,[307146 125532  25695],[307024 125522  25703],[307104 125522  25703],"[1180.1455281659532, 210.62437020101638, 1027.8000000000002]",L2/3
3226,311236300,t,101268733179742980,864691136719461238,101268733179743021,864691135847953246,1752,[265694 121068  26042],[265678 121136  26041],[265696 121088  26035],"[1016.5247306072592, 178.38519827838644, 1041.6800000000003]",L2/3
3298,358404684,t,105422138152283971,864691136577491988,105422138152282071,864691135847953246,18744,[295710 133764  24471],[295592 133826  24475],[295646 133786  24474],"[1131.7057335992495, 239.4402169235325, 978.8400000000003]",L2/3
3373,329945092,t,103099832088271874,864691135668121155,103099832088260018,864691135847953246,3268,[278950 132476  23865],[279050 132490  23857],[279028 132420  23861],"[1065.3698674258148, 228.46490084516077, 954.6000000000003]",L2/3
3380,365241027,t,106056074922537075,864691136436412574,106056074922537159,864691135847953246,2956,[300206 138346  21421],[300224 138414  21425],[300155 138332  21430],"[1148.0239085966523, 259.26588222773194, 856.8400000000003]",L2/3
3405,311747384,t,101271138092716660,864691135750592648,101271138092720121,864691135847953246,5516,[265664 139208  23744],[265660 139124  23746],[265668 139190  23744],"[1010.0811665497181, 250.65862688279378, 949.7600000000002]",L2/3
3429,310393368,t,101336421662937015,864691136056323032,101336421662946471,864691135847953246,2428,[266242 101314  24490],[266222 101330  24497],[266234 101340  24498],"[1025.5950875544252, 99.86092340207193, 979.6000000000003]",L2/3
3443,336792077,t,104013732677724468,864691135462373789,104013732677730517,864691135847953246,5036,[285418 125994  25827],[285396 126082  25832],[285392 126058  25832],"[1093.4031907528058, 204.8904580894055, 1033.0800000000002]",L2/3
3450,307955811,t,101615010488450844,864691135758505806,101615010488467499,864691135847953246,6120,[268226  79992  24756],[268142  80038  24768],[268210  80042  24760],"[1040.9342276659438, 15.589137965668517, 990.2400000000002]",L1
3494,352211633,t,104782703354256137,864691136020251896,104782703354257843,864691135847953246,324,[291166  87874  24057],[291182  87898  24059],[291180  87902  24058],"[1129.597206905494, 54.99457536163024, 962.2800000000002]",L1
3636,329073940,t,103234590982179448,864691135975684931,103234590982171010,864691135847953246,1616,[279738  87866  23914],[279882  87942  23909],[279810  87904  23911],"[1084.061943850092, 50.978633818810344, 956.5600000000003]",L1
3697,351516496,t,104930450631835648,864691136311782973,104930450631840303,864691135847953246,3624,[292014 140252  27067],[292036 140176  27074],[292022 140204  27070],"[1114.716125346874, 264.0049512276281, 1082.6800000000003]",L2/3
3706,349912542,t,104792530239103080,864691136379040981,104792530239094106,864691135847953246,12396,[290912 161424  23737],[290926 161318  23735],[290906 161358  23734],"[1102.9438535758716, 347.9865053055902, 949.4800000000002]",L4
3709,342445033,t,104576270515376926,864691135815501903,104576270515361334,864691135847953246,25980,[289478 123000  27157],[289460 122952  27148],[289406 122998  27150],"[1110.6251698249616, 194.37543964728067, 1086.2800000000002]",L2/3
3710,318604450,t,102185588102550828,864691136023791673,102185588102554010,864691135847953246,2888,[272342 136612  23276],[272372 136680  23275],[272344 136668  23273],"[1037.5965445578363, 242.6422453380846, 931.0400000000003]",L2/3
3722,346502550,t,104508031672339071,864691134939999331,104507962952877461,864691135847953246,3244,[288948 138442  24115],[288922 138362  24130],[288960 138442  24124],"[1103.1298011469698, 255.72362358438662, 964.6000000000003]",L2/3
