,id,valid,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,size,pre_pt_position,post_pt_position,ctr_pt_position,pial_distances,cortex_layer
279,425599264,t,111192099491312781,864691135731965076,111192099491317195,864691136812081779,4104,[337928 131312  18018],[337874 131362  18022],[337882 131376  18018],"[1300.7899481802679, 244.3877039139312, 720.7200000000001]",L2/3
310,418809565,t,110416875074226019,864691135715482906,110346506330033622,864691136812081779,29812,[331816 122704  17991],[331802 122664  17990],[331852 122678  17994],"[1279.435926735608, 207.9559444705415, 719.6400000000001]",L2/3
312,437453909,t,112033981867932134,864691135928777731,112033981867942723,864691136812081779,1956,[343802 112440  18542],[343870 112360  18547],[343882 112416  18548],"[1330.7757515151666, 171.2347698759805, 741.6800000000002]",L2/3
322,425400148,t,111119806333309691,864691136577228450,111119806333302853,864691136812081779,1764,[337196 117070  15947],[337292 117026  15940],[337242 117028  15943],"[1302.8381784571036, 187.38129233827553, 637.8800000000001]",L2/3
355,435078331,t,111472887004773941,864691135593659947,111472955724231791,864691136812081779,5784,[339868 126648  15938],[339776 126678  15931],[339838 126664  15934],"[1310.14639657416, 226.4790241900534, 637.5200000000001]",L2/3
404,423779313,t,111189968986293651,864691135337745894,111189968986308973,864691136812081779,212,[337950 115746  16575],[337922 115648  16583],[337996 115674  16581],"[1306.30427848014, 182.36830693730857, 663.0000000000001]",L2/3
460,426327496,t,111190587663241319,864691136143407412,111190587663260699,864691136812081779,2744,[337492 120160  18391],[337472 120176  18407],[337524 120166  18400],"[1302.9404279992834, 199.7974512061027, 735.6400000000001]",L2/3
479,412686661,t,110064962432837440,864691135462686877,110135331177009130,864691136812081779,2500,[329722 122210  16743],[329792 122080  16741],[329755 122099  16740],"[1271.264019692061, 205.25744724585775, 669.7200000000001]",L2/3
483,390434770,t,108235650163441008,864691135865543557,108235650163439900,864691136812081779,4592,[316308 124496  18268],[316216 124406  18263],[316353 124505  18277],"[1217.0152448595659, 209.69022303234036, 730.7200000000001]",L2/3
542,413915287,t,110273663550879517,864691136388583184,110273663550869360,864691136812081779,9084,[331002 104430  17315],[331086 104444  17302],[331016 104396  17307],"[1282.5630529705043, 134.85431772044086, 692.6000000000001]",L2/3
545,418810201,t,110487243818410333,864691135716123284,110487243818423379,864691136812081779,4804,[332444 122836  18003],[332384 122794  18009],[332385 122865  18006],"[1281.8923495850438, 208.70087049691605, 720.1200000000001]",L2/3
560,403344452,t,109501806455295040,864691135991783873,109501806455291807,864691136812081779,6356,[325354 120852  17829],[325330 120794  17825],[325330 120828  17827],"[1254.3319359216073, 198.32333250853634, 713.1600000000001]",L2/3
571,426919392,t,110980511820100619,864691135951566026,110910143075897344,864691136812081779,1616,[335942 128030  15279],[335850 128098  15272],[335876 128056  15277],"[1294.020358089418, 230.61729469699534, 611.1600000000001]",L2/3
608,425876609,t,111050812381798306,864691135269936805,111050812381792111,864691136812081779,17952,[336684 127404  19425],[336752 127380  19421],[336714 127378  19423],"[1297.1953019331945, 228.3815014174487, 777.0000000000001]",L2/3
659,408177015,t,109428345133043862,864691135415492282,109428413852519323,864691136812081779,3008,[324914  97964  16052],[324942  97992  16058],[324918  97980  16054],"[1260.5579158129995, 106.96632140160497, 642.0800000000002]",L2/3
671,433167097,t,111753331055327082,864691136143388724,111753399774817683,864691136812081779,968,[341618 118962  15159],[341578 119066  15151],[341622 119042  15155],"[1319.7992756158362, 196.46210459115443, 606.3600000000001]",L2/3
674,398825730,t,108727337818251038,864691135348265431,108797706562434927,864691136812081779,14512,[319920 117524  16852],[320050 117538  16849],[319996 117584  16851],"[1233.838865211342, 183.16757146317588, 674.0800000000002]",L2/3
686,382781550,t,107950052017956325,864691136371072648,107950052017962942,864691136812081779,3924,[313958  93650  18122],[314022  93564  18126],[313948  93624  18122],"[1218.4046388606805, 85.9564724211605, 724.8800000000001]",L1
804,423103420,t,111259100981193405,864691135888814473,111329469725371025,864691136812081779,4176,[338408 106186  18081],[338498 106298  18079],[338426 106264  18086],"[1311.4621427697145, 144.43349100299383, 723.2400000000001]",L2/3
879,427620557,t,111190243864223067,864691135269724069,111190243864231946,864691136812081779,17096,[337864 117828  16592],[337854 117812  16596],[337882 117880  16594],"[1305.2357544783938, 190.63463480751142, 663.6800000000002]",L2/3
899,418272995,t,110555344752910956,864691136545356706,110484907289226312,864691136812081779,204,[332836 105760  17632],[332760 105632  17617],[332832 105710  17624],"[1289.4074687242876, 140.7934480430857, 705.2800000000001]",L2/3
903,430718175,t,111752850287648225,864691135462974270,111752850287653637,864691136812081779,2340,[341852 115316  17350],[341882 115282  17355],[341879 115255  17354],"[1322.002793205482, 182.0151788893962, 694.0000000000001]",L2/3
997,387139739,t,107884012667701743,864691136423021615,107884012667740221,864691136812081779,15376,[313774 126090  18442],[313808 126104  18456],[313854 126118  18448],"[1206.362110383949, 215.15854981888302, 737.6800000000002]",L2/3
1000,405417723,t,109428413852639570,864691136581586338,109428413852647406,864691136812081779,11612,[325118  98208  16171],[325064  98250  16167],[325108  98260  16169],"[1261.2857466817206, 108.0097265130246, 646.8400000000001]",L2/3
1016,427764324,t,111259444444649806,864691136903445426,111259513164116646,864691136812081779,12156,[338018 109150  17302],[338080 109296  17305],[338055 109157  17306],"[1308.8747605546753, 156.10841238488334, 692.0800000000002]",L2/3
1041,418632523,t,110698006386380785,864691135538168434,110698006386376988,864691136812081779,8092,[333936 120126  17435],[333864 120094  17430],[333935 120114  17426],"[1288.78240779464, 198.4222654423195, 697.4000000000001]",L2/3
1049,403058209,t,109431575216964934,864691135476391592,109431575216956116,864691136812081779,14624,[324808 121918  18137],[324806 121944  18129],[324770 121908  18128],"[1251.784614613899, 202.3807585590387, 725.4800000000001]",L2/3
1062,396999367,t,108867250940912216,864691136134781067,108867319660383589,864691136812081779,3380,[320554 111718  18497],[320666 111842  18495],[320618 111774  18494],"[1238.3893199352744, 160.25297275830124, 739.8800000000001]",L2/3
1102,416545185,t,110839018685495307,864691135958687178,110839018685511197,864691136812081779,368,[335126 122478  16899],[335056 122426  16902],[335100 122484  16897],"[1292.7043333297868, 208.20932649744552, 675.9600000000002]",L2/3
1122,418523288,t,110627088020885549,864691135657808258,110697456765050676,864691136812081779,4220,[333846 116074  18695],[333948 116048  18688],[333910 116058  18689],"[1289.8363979817811, 182.24456570825942, 747.8000000000002]",L2/3
1169,423342192,t,111120974967151516,864691135945863972,111120974967142989,864691136812081779,3996,[337216 125964  19098],[337122 125958  19084],[337162 125984  19092],"[1299.8172213289606, 222.82888737700722, 763.9200000000002]",L2/3
1172,400153769,t,108658343530636557,864691136551817378,108658343530635599,864691136812081779,4784,[319124 128022  17248],[319020 128092  17252],[319082 128078  17255],"[1227.007137343158, 224.722275340536, 689.9200000000002]",L2/3
1349,403158259,t,109431643936534522,864691135997658314,109431712655979151,864691136812081779,5268,[324716 122562  18206],[324654 122624  18208],[324716 122614  18203],"[1251.1935017716833, 204.91488278799184, 728.2400000000001]",L2/3
1416,434103468,t,111892969434891971,864691136039388414,111892969434896299,864691136812081779,272,[342978 110290  18344],[342982 110362  18344],[342992 110324  18345],"[1328.241833177886, 162.3802301442952, 733.7600000000001]",L2/3
1447,425728074,t,111331599962010210,864691136020246520,111331599962007863,864691136812081779,17196,[338918 122256  17562],[338838 122314  17557],[338908 122306  17565],"[1307.8920088100024, 208.64668391153654, 702.4800000000001]",L2/3
1550,432699582,t,111613074938659603,864691135491236703,111542706194467254,864691136812081779,1972,[340530 122348  17496],[340486 122286  17489],[340458 122282  17493],"[1314.2833989099668, 209.5752637896712, 699.8400000000001]",L2/3
1559,393075774,t,108587012915144281,864691136911724785,108587012915149971,864691136812081779,256,[318502 120944  18804],[318618 120900  18808],[318554 120926  18805],"[1226.9961583229776, 196.30116756020632, 752.1600000000001]",L2/3
1603,398043978,t,109150650063090742,864691135589954315,109150581343648503,864691136812081779,3956,[322750 125674  18608],[322704 125568  18616],[322758 125640  18610],"[1242.2745119801668, 216.6301216288703, 744.3200000000002]",L2/3
1624,418813486,t,110839224978284262,864691135728966548,110839224978287526,864691136812081779,2768,[335234 123734  18048],[335232 123860  18049],[335197 123756  18043],"[1292.6968189877982, 213.25185994152545, 721.9200000000002]",L2/3
1652,409785591,t,110134918726045961,864691134940230243,110134918726050934,864691136812081779,3000,[329874 119148  15822],[329844 119238  15825],[329886 119204  15823],"[1272.9371896056741, 193.10904527522072, 632.8800000000001]",L2/3
1670,424076392,t,111401418681817501,864691135210040768,111401418681799450,864691136812081779,740,[339082 117970  15388],[339122 117960  15373],[339098 117906  15381],"[1310.0397105856161, 191.62509617469408, 615.5200000000001]",L2/3
1727,423779472,t,111260131571885404,864691135683924407,111260131571888527,864691136812081779,15060,[338118 114236  16438],[338044 114212  16435],[338116 114208  16440],"[1307.5001420034537, 176.40985961996083, 657.5200000000001]",L2/3
1781,417462147,t,110838950033389175,864691136311749437,110838950033396578,864691136812081779,4628,[335250 121932  17650],[335272 121860  17652],[335213 121958  17651],"[1293.3887940422012, 206.07686652521596, 706.0000000000001]",L2/3
1790,396669072,t,108798256586457547,864691135360147271,108798256586449694,864691136812081779,18984,[320202 121816  18651],[320150 121714  18644],[320091 121817  18639],"[1233.4662830392977, 200.36855371783435, 746.0400000000001]",L2/3
1794,423102236,t,111118432212330802,864691135864736476,111118432212335117,864691136812081779,984,[337156 106936  18076],[337182 107036  18082],[337216 106978  18082],"[1306.2117324934281, 146.98559913758893, 723.0400000000001]",L2/3
1800,403341786,t,109290700222797910,864691135809440460,109290768942239725,864691136812081779,3288,[324074 120994  17870],[324060 121076  17859],[324106 121047  17863],"[1249.181914605497, 198.44293369418446, 714.8000000000002]",L2/3
1811,403673672,t,109710095121801876,864691135415666362,109710095121798668,864691136812081779,8840,[326842  99576  17006],[326820  99634  16997],[326850  99592  17004],"[1267.6785890954461, 114.0619299029705, 680.2400000000001]",L2/3
1831,403058182,t,109431231619500076,864691136965820366,109431231619496870,864691136812081779,616,[324766 119040  18084],[324832 119038  18077],[324800 119036  18083],"[1252.6205908151308, 190.8979230298249, 723.3600000000001]",L2/3
1899,432679106,t,111753812360373394,864691135776560480,111753812360361549,864691136812081779,34648,[341740 122072  17396],[341654 122136  17388],[341675 122183  17388],"[1319.201201188724, 208.8972986378766, 695.8400000000001]",L2/3
2034,434883556,t,111963613123752305,864691136123737638,111963544404249850,864691136812081779,33760,[343210 112334  18541],[343238 112314  18529],[343222 112258  18533],"[1328.4537165050103, 170.6059985251631, 741.6400000000001]",L2/3
2040,429872035,t,111540644543342995,864691135657800834,111540644543333152,864691136812081779,2860,[340276 106998  17219],[340200 107094  17216],[340246 107074  17220],"[1318.6226277014118, 148.32035909220642, 688.7600000000001]",L2/3
2044,427533912,t,110980031119446287,864691135570814445,110980031119422877,864691136812081779,2096,[335942 124298  17916],[336074 124308  17911],[336011 124330  17917],"[1295.3214190171552, 215.74610024388187, 716.6400000000001]",L2/3
2055,418632270,t,110627637642368186,864691135732877972,110627637642375889,864691136812081779,9856,[333792 120316  17587],[333806 120254  17592],[333732 120406  17591],"[1288.1423612840508, 199.12917170504662, 703.4800000000001]",L2/3
2074,433094939,t,111470619262015785,864691136537512098,111470619262015640,864691136812081779,3608,[339874 109722  15914],[339916 109696  15910],[339886 109674  15910],"[1316.0710976539017, 159.0347500882758, 636.5600000000002]",L2/3
2159,422798966,t,110906913260548743,864691136116447140,110906913260532937,864691136812081779,920,[335628 104046  15309],[335748 104048  15301],[335671 104009  15309],"[1301.1305108848542, 134.93689252797463, 612.3600000000001]",L2/3
2160,424205822,t,111191549668674712,864691135590110987,111191549668659478,864691136812081779,464,[337806 127368  17756],[337810 127300  17742],[337774 127336  17747],"[1301.678774165186, 228.62920435437496, 710.2400000000001]",L2/3
2207,425711678,t,111261437174857634,864691136548057250,111261437174848586,864691136812081779,3072,[338390 123726  15939],[338290 123688  15931],[338314 123654  15936],"[1305.2755698402761, 214.32023580763297, 637.5600000000002]",L2/3
2218,427619600,t,111119875053268309,864691135348306135,111119875119818804,864691136812081779,360,[337026 117796  16381],[337144 117778  16392],[337104 117786  16388],"[1301.907665785462, 190.21497583646556, 655.2400000000001]",L2/3
2305,409810439,t,110205287536801383,864691135012909206,110205287536860139,864691136812081779,292,[330534 119148  15879],[330404 119060  15886],[330462 119135  15883],"[1275.5671436086363, 193.33913643607445, 635.1600000000001]",L2/3
2345,432117848,t,111542362731379827,864691135564734039,111471993987198814,864691136812081779,55476,[340102 119786  18576],[339962 119662  18570],[340035 119692  18577],"[1313.4710856385116, 199.21704989204306, 743.0400000000001]",L2/3
2502,420009303,t,110765763857701707,864691135462979390,110765763857689369,864691136812081779,1288,[334424 100846  18080],[334426 100928  18071],[334452 100891  18080],"[1297.4484307260143, 121.76585833532754, 723.2000000000002]",L2/3
